artist,song,cleaned_text,genres
ABBA,Money Money Money,"i work all night , i work all day , to pay the bills i have to pay ai n't it sad and still there never seems to be a single penny left for me that 's too bad in my dreams i have a plan if i got me a wealthy man i would n't have to work at all , i 'd fool around and have a ball ... money , money , money must be funny in the rich man 's world money , money , money always sunny in the rich man 's world aha-ahaaa all the things i could do if i had a little money it 's a rich man 's world a man like that is hard to find but i ca n't get him off my mind ai n't it sad and if he happens to be free i bet he would n't fancy me that 's too bad so i must leave , i 'll have to go to las vegas or monaco and win a fortune in a game , my life will never be the same ... money , money , money must be funny in the rich man 's world money , money , money always sunny in the rich man 's world aha-ahaaa all the things i could do if i had a little money it 's a rich man 's world money , money , money must be funny in the rich man 's world money , money , money always sunny in the rich man 's world aha-ahaaa all the things i could do if i had a little money it 's a rich man 's world it 's a rich man 's world","Pop,Rock"
ABBA,Move On,"they say a restless body can hide a peaceful soul . a voyager , ad a settler , they both have a distant goal . if i explore the heavens , or if i search inside . well , it really does n't matter as long as i can tell myself i 've always tried . like a roller in the ocean , life is motion move on like a wind that 's always blowing , life is flowing move on like the sunrise in the morning , life is dawning move on how i treasure every minute being part of it , being in it with the urge to move on i 've travelled every country , i 've travelled in my mind it seems we 're on a journey , a trip through space and time and somewhere lies the answer to all the questions why what really makes the difference between all dead and living things , the will to stay alive like a roller in the ocean ( la la la la la la-la ) life is motion ( la la la la la la-la ) move on ( la la la la-la ) like a wind that 's always blowing ( la la la la la la-la ) life is flowing ( la la la la la la-la ) move on ( la la la la-la ) like the sunrise in the morning ( la la la la la la-la ) life is dawning ( la la la la la la-la ) move on ( la la la la-la ) how i treasure every minute ( la la la la ) being part of it ( la la la la ) being in it ( la la la la ) with the urge to move on the morning breeze that ripples the surface of the sea the crying of the seagulls that hover over me i see it and i hear it but how can i explain the wonder of the moment to be alive , to feel the sun that follows every rain like a roller in the ocean ( la la la la la la-la ) life is motion ( la la la la la la-la ) move on ( la la la la-la ) like a wind that 's always blowing ( la la la la la la-la ) life is flowing ( la la la la la la-la ) move on ( la la la la-la ) like the sunrise in the morning ( la la la la la la-la ) life is dawning ( la la la la la la-la ) move on ( la la la la-la ) how i treasure every minute ( la la la la ) being part of it ( la la la la-ah ) being in it with the urge to move on la la la la la la-la , la la la la la la-la , la la la la-la like a wind that 's always blowing la la la la la la-la la la la la la la-la ( life is flowing ) la la la la-la ( move on ) like the sunrise in the morning la la la la la la-la la la la la la la-la ( life is dawning ) la la la la-la ( move on ) how i treasure every minute ( la la la la ) being part of it ( la la la la-ah ) being in it with the urge to move on la la la la la la-la , la la la la la la-la , la la la la-la like a wind that 's always blowing ...","Rock,Pop,Indie"
ABBA,"My Love, My Life","i 've seen it on your face tells me more than any worn out old phrase so now we 'll go separate ways never again we two never again , nothing i can do like an image passing by , my love , my life in the mirror of your eyes , my love , my life i can see it all so clearly answer me sincerely was it a dream , a lie like reflections of your mind , my love , my life are the words you try to find , my love , my life but i know i do n't posses you so go away , god bless you you are still my love and my life still my one and only i 've watched you look away tell me is it really so hard to say oh , this has been my longest day sitting here close to you knowing that maybe tonight we 're trough like an image passing by , my love , my life in the mirror of your eyes , my love , my life i can see it all so clearly answer me sincerely was it a dream , a lie like reflections of your mind , my love , my life are the words you try to find , my love , my life but i know i do n't posses you so go away , god bless you you are still my love and my life yes , i know i do n't posses you so go away , god bless you you are still my love and my life still my one and only","Rock,Pop"
ABBA,My Mama Said,"tried to sneak out without saying with my loudest record playing ooh , my mama said , `` look at this , you have n't done your bed '' my mama said , `` that 's a thing that you should do instead '' then i did what she had told me dying for my friend to hold me ooh , my mama said , `` try and get one thing into your head '' my mama said , `` pa and me , we give you room and bed '' how i want to live my life want to live my life la-la-la , la-la-la , life in the morning she said `` listen '' ooh , i felt like in a prison yeah , my mama said , `` i know you 've been out again with fred '' ( my mama said ) my mama said , `` do n't you lie , your cheeks are blushing red '' ( my mama said ) oh i want to live my life want to live my life la-la-la , la-la-la , life i said i can live without it how i wish you would n't doubt it ooh , my mama said , `` if you want to hurt me go ahead '' ( my mama said ) my mama said , `` i suppose you 'd rather see me dead '' ( my mama said ) oh i want to live my life want to live my life la-la-la , la-la-la , life [ repeat : x4 ]","Rock,Indie"
ABBA,"Nina, Pretty Ballerina","every day in the morning on her way to the office you can see as she catches a train just a face among a million faces just another woman with no name not the girl you 'd remember but she 's still something special if you knew her i am sure you 'd agree 'cause i know she 's got a little secret friday evening she turns out to be nina , pretty ballerina , now she is the queen of the dancing floor this is the moment she 's waited for just like cinderella , just like cinderella nina , pretty ballerina , who would ever think she could be this way this is the part that she likes to play but she knows the fun would go away if she would play it every day so she 's back every morning to her work at the office and another week to live in a dream and another row of early mornings in an almost never-ending stream does n't talk very often , kind of shy and uncertain everybody seems to think she 's a bore but they would n't know her little secret what her friday night would have in store nina , pretty ballerina , now she is the queen of the dancing floor this is the moment she 's waited for just like cinderella , just like cinderella nina , pretty ballerina , who would ever think she could be this way this is the part that she likes to play she would like to play it every day nina , pretty ballerina , now she is the queen of the dancing floor this is the moment she 's waited for just like cinderella , just like cinderella nina , pretty ballerina , who would ever think she could be this way this is the part that she likes to play","Pop,Rock"
ABBA,On And On And On,"i was at a party and this feller said to me something bad is happening i 'm sure you do agree people care for nothing no respect for human rights evil times are coming we are in for darker nights ? i said who are you to talk about impending doom ? he got kinda wary as he looked around the room he said , i 'm a minister a big shot in the state ? i said i just ca n't believe it , boy i think it 's great brother can you tell me what is right and what is wrong ? he said , keep on rocking baby 'til the night is gone ? on and on and on keep on rocking baby 'til the night is gone over in the corner i could see this other guy he was kinda flirty he was giving me the eye so i took advantage of the fact that i 'm a star shook my hair and took a casual stroll up to the bar and as sure as hell this guy was coming up to me he said , who am i and who are you and who are we what 's our situation do we have some time for us ? i said , i was not exactly waiting for the bus he said , if you 're going somewhere can i come along ? i said , keep on rocking baby 'til the night is gone ? on and on and on keep on rocking baby 'til the night is gone","Pop,Rock"
ABBA,"One Man, One Woman","no smiles , not a single word at the breakfast table though i would have liked to begin so much that i want to say , but i feel unable you leave and you slam the door like you 've done many times before and i cry and i feel so helpless one man , one woman two friends and two true lovers somehow we 'll help each other through the hard times one man , one woman one life to live together one chance to take that never comes back again you and me 'till the end outside i can see the sun trough the open window inside everything feel so cold what 's wrong , what is happening , where did all our love go somethimes when i just ca n't cope i cling to a desperate hope and i cry and i feel like dying one man , one woman two friends and two true lovers somehow we 'll help each other through the hard times one man , one woman one life to live together one chance to take that never comes back again you and me 'till the end daydreams of a better life , but i have to wake up the sound of a key in the door you smile and i realize that we need a shake up our love is a precious thing worth the pain and the suffering and it 's never too late for changin ' one man , one woman two friends and two true lovers somehow we 'll help each other through the hard times one man , one woman one life to live together one chance to take that never comes back again you and me 'till the end you and me till ' the end","Rock,Pop"
ABBA,One Of Us,"they passed me by , all of those great romances you were , i felt , robbing me of my rightful chances my picture clear , everything seemed so easy and so i dealt you the blow one of us had to go now it 's different , i want you to know one of us is crying one of us is lying in her lonely bed staring at the ceiling wishing she was somewhere else instead one of us is lonely one of us is only waiting for a call sorry for herself , feeling stupid feeling small wishing she had never left at all i saw myself as a concealed attraction i felt you kept me away from the heat and the action just like a child , stubborn and misconceiving that 's how i started the show one of us had to go now i 've changed and i want you to know one of us is crying one of us is lying in her lonely bed staring at the ceiling wishing she was somewhere else instead one of us is lonely one of us is only waiting for a call sorry for herself , feeling stupid feeling small wishing she had never left at all never left at all staring at the ceiling wishing she was somewhere else instead one of us is lonely one of us is only waiting for a call","Rock,Pop"
ABBA,Our Last Summer,"the summer air was soft and warm the feeling right , the paris night did it 's best to please us and strolling down the elysee we had a drink in each cafe and you you talked of politics , philosophy and i smiled like mona lisa we had our chance it was a fine and true romance i can still recall our last summer i still see it all walks along the seine , laughing in the rain our last summer memories that remain we made our way along the river and we sat down in the grass by the eiffel tower i was so happy we had met it was the age of no regret oh yes those crazy years , that was the time of the flower-power but underneath we had a fear of flying of getting old , a fear of slowly dying we took the chance like we were dancing our last dance i can still recall our last summer i still see it all in the tourist jam , round the notre dame our last summer walking hand in hand paris restaurants our last summer morning croissants living for the day , worries far away our last summer we could laugh and play and now you 're working in a bank the family man , the football fan and your name is harry how dull it seems are you the hero of my dreams i can still recall our last summer i still see it all walks along the seine , laughing in the rain our last summer memories that remain i can still recall our last summer i still see it all in the tourist jam , round the notre dame our last summer walking hand in hand paris restaurants our last summer morning croissants living for the day , worries far away ...","Pop,Rock"
ABBA,People Need Love,"people need hope , people need lovin ' people need trust from a fellow man people nee love to make a good livin ' people need faith in a helping hand man has alway wanted a woman by his side to keep him company women always knew that it takes a man to get matrimony and harmony everybody knows that a man who 's feeling down wants some female company got ta have love to carry on living got ta have love 'til eternity people need hope , people need lovin ' people need trust from a fellow man people nee love to make a good livin ' people need faith in a helping hand la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la flowers in a desert need a drop of rain like a woman needs a man if a man 's in love and his woman wants the moon then he 'll take it down if he can somebody who loves you and somebody who cares is n't that what you call a friend got ta have love to carry on living is n't it easy to understand people need hope , people need lovin ' people need trust from a fellow man people nee love to make a good livin ' people need faith in a helping hand la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la people need hope , people need lovin ' people need trust from a fellow man people nee love to make a good livin ' people need faith in a helping hand la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la la la la la , la la la la la","Rock,Pop"
ABBA,Pick A Bale Of Cotton,"gon na jump down spin around pick a bale of cotton gon na jump down spin around pick a bale a day gon na jump down spin around pick a bale of cotton gon na jump down spin around pick a bale a day oh , lordy pick a bale of cotton oh , lordy pick a bale a day oh , lordy pick a bale of cotton oh , lordy pick a bale a day i said me and my buddy gon na pick a bale of cotton now me and my buddy gon na pick a bale a day i said me and my buddy gon na pick a bale of cotton now me and my buddy gon na pick a bale a day oh , lordy pick a bale of cotton oh , lordy pick a bale a day oh , lordy pick a bale of cotton oh , lordy pick a bale a day",Rock
ABBA,Put On Your White Sombrero,"put on your white sombrero saddle your horse my dear and ride off into the sunset you 'd better go for there is no place for you here like and old fashioned hero you stand before me you think our life is a movie my world is real i live and feel and i can do without you put on your white sombrero your red bandana too think of this day as a showdown goodbye my friend this is the end for me and you now be a bold vacquero do n't show your feelings i 'll cry while you 're disappearing into the night all dressed in white unchained and free without me put on your white sombrero like all the cowboys do go find a sweet senorita somebody meek who 'll never speak harshly to you you 're such a cavaliero proud , never bending i want someone who will take me just as i am i need a man who is in rhyme with his time you 'll never take me just as i am i need a man who is in rhyme with his time",Rock
ABBA,Reina Danzante,"you can dance you can jive having the time of your life see that girl watch that scene dig in the dancing queen friday night and the lights are low looking out for a place to go where they play the right music getting in the swing you come to look for a king anybody could be that guy night is young and the music 's high with a bit of rock music everything is fine you 're in the mood for a dance and when you get the chance you are the dancing queen young and sweet only seventeen dancing queen feel the beat from the tambourine you can dance you can jive having the time of your life see that girl watch that scene dig in the dancing queen you 're a teaser , you turn 'em on leave 'em burning and then you 're gone looking out for another anyone will do you 're in the mood for a dance and when you get the chance you are the dancing queen young and sweet only seventeen dancing queen feel the beat from the tambourine you can dance you can jive having the time of your life see that girl watch that scene dig in the dancing queen , digging the dancing queen","Pop,Dance"
ABBA,Rikky Rock'n'Roller,"rikky rock'n roller now that you 're the headline rikky rock'n roller do n't it make you feel fine is it true to hear the fans scream to stand in the lights is just like a dream what a dream to be what you are , a rock and roll star to make such a lot of money would be funny oh i wish i could be like you rikky rock'n roller today a new jet plane tonight it 's a new hotel you live in your own world you 're under a magic spell rikky rock'n roller now that you 're the headline rikky rock'n roller do n't it make you feel fine is it true ( rock'n roller ) to hear the fans scream to stand in the lights is just like a dream ( rikky rock'n roller ) what a dream ( rock'n roller ) to be what you are , a rock and roll star to make such a lot of money would be funny oh i wish i could be like you rikky rock'n roller oh i wish i could be like you rikky rock'n roller oh i wish i could be like you rikky rock'n roller","Rock,Pop"
ABBA,Ring Ring,"i was sitting by the phone i was waiting all alone baby by myself i sit and wait and wonder about you it 's a dark and dreary night seems like nothing 's going right wo n't you tell me honey how can i go on here without you ? yes i 'm down and feeling blue and i do n't know what to do , oh-oh ring , ring , why do n't you give me a call ? ring , ring , the happiest sound of them all ring , ring , i stare at the phone on the wall and i sit all alone impatiently wo n't you please understand the need in me so , ring , ring , why do n't you give me a call ? so , ring , ring , why do n't you give me a call ? you were here and now you 're gone hey did i do something wrong ? i just ca n't believe that i could be so badly mistaken was it me or was it you ? tell me , are we really through ? wo n't you hear me cry and you will know that my heart is breaking please forgive and then forget or maybe darling better yet , oh-oh ring , ring , why do n't you give me a call ? ring , ring , the happiest sound of them all ring , ring , i stare at the phone on the wall and i sit all alone impatiently wo n't you please understand the need in me so , ring , ring , why do n't you give me a call ? so , ring , ring , why do n't you give me a call ? oh-oh , ring , ring , why do n't you give me a call ? so , ring , ring , why do n't you give me a call ?","Rock,Pop"
ABBA,Rock Me,"rock me , give me that kick now rock me , show me that trick now roll me , you can do magic baby , and i ca n't get enough of it rock me , give me that feeling roll me , rocking and reeling baby , so do n't stop doing it , do n't stop doing it , now ( do n't stop the rocking , do n't stop the rocking i said do n't stop the rocking ) want to be want to be in my baby 's arms gon na be gon na be nice and gentle if you want me to just as long as i 'm in love with you yours for ever , honey , that 's what i want to be want to be want to be , yeah rock me , give me that kick now rock me , show me that trick now roll me , you can do magic baby , and i ca n't get enough of it rock me , give me that feeling roll me , rocking and reeling baby , so do n't stop doing it , do n't stop doing it , now ( do n't stop the rocking , do n't stop the rocking i said do n't stop the rocking ) want to be want to be with the one that i love , love , love gon na be gon na be with you baby every single night i can teach you how to rock all right your sweet lover , honey , that 's what i want to be want to be want to be , yeah rock me , give me that kick now rock me , show me that trick now roll me , you can do magic baby , and i ca n't get enough of it rock me , give me that feeling roll me , rocking and reeling baby , so do n't stop doing it , do n't stop doing it rock me ( rock me ) , give me that kick now roll me ( roll me ) , show me that trick now baby , so do n't stop doing it , do n't stop doing it rock me ( rock me ) , give me that feeling roll me ( roll me ) , rocking and reeling baby , so do n't stop doing it , do n't stop doing it","Rock,Pop"
ABBA,Rock 'n Roll Band,"sitting in the darkest corner in the tender light i saw her face she was looking so sad and lonely someone help me , someone save me i could see the look she gave me , oh oh yeah , and there was one thing only that i knew i could do let 's go girl it 's a beautiful place this world come on baby let 's dance to the rock'n'roll band let 's go now let me show you that i know how come on baby let 's dance to the rock'n roll band come on baby let 's dance to the rock'n roll band you 've been sitting there for hours try to hide behind the flowers now baby , we could have fun together come on , cheer up , let 's get started no use being broken-hearted now oh yeah , you 're gon na feel much better yes i know that you will let 's go girl it 's a beautiful place this world come on baby let 's dance to the rock'n roll band let 's go now let me show you that i know how come on baby let 's dance to the rock'n roll band come on baby let 's dance to the rock'n roll band","Pop,Rock"
ABBA,Rubber Ball Man,"the poster on the wall of a dear friend i wish there was a way that i could show you how your songs set me free the hero of them all you 're a legend i guess i 'll never get a chance to know you still you 're close as can be make the bandstand to a dreamland , rubber ball man clapping your hands , let your feet dance , rubber ball man when you 're jumping up and down , nobody 's standing still some of us dreaming , some of us screaming look at your fans , how we love you , rubber ball man !","Rock,Heavy Metal,Pop"
ABBA,S. O. S.,"where are those happy days , they seem so hard to find i tried to reach for you , but you have closed your mind whatever happened to our love ? i wish i understood it used to be so nice , it used to be so good so when you 're near me , darling ca n't you hear me s. o. s. the love you gave me , nothing else can save me s. o. s. when you 're gone how can i even try to go on ? when you 're gone though i try how can i carry on ? you seem so far away though you are standing near you made me feel alive , but something died i fear i really tried to make it out i wish i understood what happened to our love , it used to be so good so when you 're near me , darling ca n't you hear me s. o. s. the love you gave me , nothing else can save me s. o. s. when you 're gone how can i even try to go on ? when you 're gone though i try how can i carry on ? so when you 're near me , darling ca n't you hear me s. o. s. and the love you gave me , nothing else can save me s. o. s. when you 're gone how can i even try to go on ? when you 're gone though i try how can i carry on ? when you 're gone how can i even try to go on ? when you 're gone though i try how can i carry on ?","Rock,Pop"
ABBA,Should I Laugh Or Cry,"frida he stands towering over me beside my bed losing his head tells me i must take him seriously droning on the usual way he 's such a clever guy and i wonder should i laugh or cry he 's dressed in the striped pyjamas that i bought trousers too short gives me on his small philosophy carries on the way he does and me i get so tired and i wonder should i laugh or cry agnetha , frida high and mighty , his banner flies a fool 's pride in his eyes standing there on his toes to grow in size all i see is a big balloon halfway up to the moon he 's wrapped up in the warm and save cocoon of an eternal lie so should i laugh or cry frida strange how dangerously indifferent i have grown cold as a stone no more pain as there was pain before far away he rambles on i feel my throat go dry and i wonder should i laugh or cry agnetha , frida high and mighty , his banner flies a fool 's pride in his eyes standing there on his toes to grow in size all i see is a big balloon halfway up to the moon he 's wrapped up in the warm and save cocoon of an eternal lie so should i laugh or cry","Rock,Pop"
ABBA,Sitting In The Palmtree,"see me sitting in the palm tree looking down at people passing by sitting here no-one can harm me they just stare at me and wonder why no need to bother , i 'm gon na stay up here whatever happens , i wo n't let no-one near until you tell me , jeanie jeanie on my mind , wo n't you please you really love me , jeanie jeanie you 're so fine , yes you are now and in the evening , when the sun goes down i 'll be the bluest of men in this town 'cause i love you , jeanie jeanie on my mind see me sitting in the palm tree waiting for those little words from you people laugh and point their fingers like i was a monkey at the zoo but i will stay here , among my coconuts so you will know dear , you 're everything i 've got now wo n't you tell me , jeanie jeanie on my mind winds blow , stars glow , i see a light in a window dark trees , soft breeze , carry my message to her please see me sitting in the palm tree feeling angry at the silly crowd no-one else but you can calm me you should know by now i 'm far too proud i need to show you , i 've got my feelings too you should n't treat me like you always do so wo n't you tell me , jeanie jeanie on my mind , wo n't you please you really love me , jeanie jeanie you 're so fine , yes you are now and in the evening , when the sun goes down i 'll be the bluest of men in this town 'cause i love you , jeanie jeanie on my mind jeanie jeanie you 're so fine jeanie jeanie on my mind jeanie jeanie you 're so fine jeanie jeanie on my mind jeanie jeanie you 're so fine","Pop,Rock"
ABBA,Slipping Through My Fingers,"schoolbag in hand , she leaves home in the early morning waving goodbye with an absent-minded smile i watch her go with a surge of that well known sadness and i have to sit down for a while the feeling that i 'm losing her forever and without really entering her world i 'm glad whenever i can share her laughter that funny little girl slipping through my fingers all the time i try to capture every minute the feeling in it slipping through my fingers all the time do i really see what 's in her mind each time i think i 'm close to knowing she keeps on growing slipping through my fingers all the time sleep in our eyes , her and me at the breakfast table barely awake i let precious time go by then when she 's gone , there 's that odd melancholy feeling and a sense of guilt i ca n't deny what happened to the wonderful adventures the places i had planned for us to go well , some of that we did , but most we did n't and why , i just do n't know slipping through my fingers all the time i try to capture every minute the feeling in it slipping through my fingers all the time do i really see what 's in her mind each time i think i 'm close to knowing she keeps on growing slipping through my fingers all the time sometimes i wish that i could freeze the picture and save it from the funny tricks of time ( slipping through my fingers ) slipping through my fingers all the time schoolbag in hand , she leaves home in the early morning waving goodbye with an absent-minded smile","Rock,Pop"
ABBA,So Long,"you think you 're gon na make me sulk , you and your fancy car , ah-ha-ha but i can tell you honey your tricks ai n't gon na get you far , ah-ha-ha they say that money 's got a magic touch but not to me , it does n't mean that much you wo n't have me tonight all right , all right , all right , all right so long , see you honey you ca n't buy me with your money chasing , dazing , driving me crazy but i 'll never be your girl so long , see you honey you ca n't buy me with your money you know it 's not worth trying so long , so long , so long you did n't have to send me flowers like you did today , ah-ha-ha i would n't keep a thing from you , i gave them all away , ah-ha-ha the girls might fall for everything you 've got but i 'm not one of them , you know i 'm not you wo n't have me tonight all right , all right , all right , all right so long , see you honey you ca n't buy me with your money chasing , dazing , driving me crazy but i 'll never be your girl so long , see you honey you ca n't buy me with your money you know it 's not worth trying so long , so long , so long so long , see you honey you ca n't buy me with your money you know it 's not worth trying so long , so long , so long so long , so long , so long so long , so long , so long","Rock,Pop"
ABBA,Soldiers,"do i hear what i think i 'm hearing do i see the signs i think i see or is this just a fantasy is it true that the beast is waking stirring in his restless sleep tonight in the pale moonlight in the grip of this cold december you and i have reason to remember soldiers write the songs that soldiers sing the songs that you and i do n't sing they blow their horns and march along they drum their drums and look so strong you 'd think that nothing in the world was wrong soldiers write the songs that soldiers sing the songs that you and i wo n't sing let 's not look the other way taking a chance cause if the bugler starts to play we too must dance what 's that sound , what 's that dreadful rumble wo n't somebody tell me what i hear in the distance , but drawing near is it only a storm approaching all that thunder and the blinding light in the winter night in the grip of this cold december you and i have reason to remember soldiers write the songs that soldiers sing the songs that you and i do n't sing they blow their horns and march along they drum their drums and look so strong you 'd think that nothing in the world was wrong soldiers write the songs that soldiers sing the songs that you and i wo n't sing let 's not look the other way taking a chance cause if the bugler starts to play we too must dance soldiers write the songs that soldiers sing the songs that you and i wo n't sing let 's not look the other way taking a chance cause if the bugler starts to play we too must dance","Rock,Pop"
ABBA,SOS,and when i see the sign that points one way the lot we used to pass by every day just walk away renee you wo n't see me follow you back home the empty sidewalks on my block are not the same you 're not to blame from deep inside the tears i forced to cry from deep inside the pain i chose to hide just walk away renee you wo n't see me follow you back home now as the rain beats down upon my weary eyes for me it cries just walk away renee you wo n't see me follow you back home now as the rain beats down upon my weary eyes for me it cries your name and mine inside a heart upon a wall still find a way to haunt me though they 're so small just walk away renee you wo n't see me follow you back home the empty sidewalks on my block are not the same you 're not to blame,"Rock,Pop"
ABBA,Summer Night City,summer night city summer night city waiting for the sunrise soul dancing in the dark summer night city walking in the moonlight love making in the park summer night city in the sun i feel like sleeping i ca n't take it for too long my impatience slowly creeping up my spine and going strong i know what 's waiting there for me tonight i 'm loose and fancy free ah-ah when the night comes with the action i just know it 's time to go ca n't resist the strange attraction from that giant dynamo lots to take and lots to give time to breathe and time to live waiting for the sunrise soul dancing in the dark summer night city walking in the moonlight love making in the park summer night city it 's elusive call it glitter somehow something turns me on some folks only see the litter we do n't miss them when they 're gone i love the feeling in the air my kind of people everywhere ah-ah when the night comes with the action i just know it 's time to go ca n't resist the strange attraction from this giant dynamo and tomorrow when it 's dawning and the first birds starts to sing in the pale light of the morning nothing 's worth remembering it 's a dream it 's out of reach scattered driftwood on the beach waiting for the sunrise soul dancing in the dark summer night city walking in the moon light love making in the park summer night city waiting for the sunrise soul dancing in the dark summer night city walking in the moon light love making in the park summer night city waiting for the sunrise soul dancing in the dark summer night city walking in the moon light love making in the park summer night city,"Rock,Pop"
ABBA,Suzy-Hang-Around,"suzy was nine and i was ten right at the time when boys like to think they 're men she used to follow us at school we really thought that she was a little fool and one day we said to her we do n't want to hurt you girl but you 'd better look for a friend of your own , suzy-hang-around better come back when you 're grown , suzy-hang-around nobody wants you around here and that 's for sure so get off our playground and stay away that 's all that we 've got to say suzy-hang-around suzy went home to mama 's arms mama said `` look , she 's never done you no harm so get off her back and let her be why ca n't you play together in harmony ? '' we really did n't know what to say but as soon as she went away we laughed and said look for a friend of your own , suzy-hang-around better come back when you 're grown , suzy-hang-around nobody wants you around here and that 's for sure so get off our playground and stay away that 's all that we 've got to say suzy-hang-around yes you 'd better look for a friend of your own , suzy-hang-around better come back when you 're grown , suzy-hang-around nobody wants you around here and that 's for sure so get off our playground and stay away that 's all that we 've got to say suzy-hang-around",Rock
ABBA,Take A Chance,"suzy was nine and i was ten right at the time when boys like to think they 're men she used to follow us at school we really thought that she was a little fool and one day we said to her we do n't want to hurt you girl but you 'd better look for a friend of your own , suzy-hang-around better come back when you 're grown , suzy-hang-around nobody wants you around here and that 's for sure so get off our playground and stay away that 's all that we 've got to say suzy-hang-around suzy went home to mama 's arms mama said",Rock
ABBA,Take A Chance On Me,"if you change your mind , i 'm the first in line honey i 'm still free take a chance on me if you need me , let me know , gon na be around if you 've got no place to go , if you 're feeling down if you 're all alone when the pretty birds have flown honey i 'm still free take a chance on me gon na do my very best and it ai n't no lie if you put me to the test , if you let me try take a chance on me ( that 's all i ask of you honey ) take a chance on me we can go dancing , we can go walking , as long as we 're together listen to some music , maybe just talking , get to know you better 'cos you know i 've got so much that i wan na do , when i dream i 'm alone with you it 's magic you want me to leave it there , afraid of a love affair but i think you know that i ca n't let go if you change your mind , i 'm the first in line honey i 'm still free take a chance on me if you need me , let me know , gon na be around if you 've got no place to go , if you 're feeling down if you 're all alone when the pretty birds have flown honey i 'm still free take a chance on me gon na do my very best and it ai n't no lie if you put me to the test , if you let me try take a chance on me ( come on , give me a break will you ? ) take a chance on me oh you can take your time baby , i 'm in no hurry , know i 'm gon na get you you do n't wan na hurt me , baby do n't worry , i ai n't gon na let you let me tell you now my love is strong enough to last when things are rough it 's magic you say that i waste my time but i ca n't get you off my mind no i ca n't let go 'cos i love you so if you change your mind , i 'm the first in line honey i 'm still free take a chance on me if you need me , let me know , gon na be around if you 've got no place to go , if you 're feeling down if you 're all alone when the pretty birds have flown honey i 'm still free take a chance on me gon na do my very best , baby ca n't you see got ta put me to the test , take a chance on me ( take a chance , take a chance , take a chance on me ) ba ba ba ba baa , ba ba ba ba baa honey i 'm still free take a chance on me gon na do my very best , baby ca n't you see got ta put me to the test , take a chance on me ( take a chance , take a chance , take a chance on me ) ba ba ba ba baa , ba ba ba ba baa ba-ba honey i 'm still free take a chance on me","Pop,Rock"
ABBA,Thank You For The Music,"i 'm nothing special , in fact i 'm a bit of a bore if i tell a joke , you 've probably heard it before but i have a talent , a wonderful thing cause everyone listens when i start to sing i 'm so grateful and proud all i want is to sing it out loud so i say thank you for the music , the songs i 'm singing thanks for all the joy they 're bringing who can live without it , i ask in all honesty what would life be ? without a song or a dance what are we ? so i say thank you for the music for giving it to me mother says i was a dancer before i could walk she says i began to sing long before i could talk but i 've often wondered , how did it all start ? who found out that nothing can capture a heart like a melody can ? well , whoever it was , i 'm a fan so i say thank you for the music , the songs i 'm singing thanks for all the joy they 're bringing who can live without it , i ask in all honesty what would life be ? without a song or a dance what are we ? so i say thank you for the music for giving it to me i 've been so lucky , i am the girl with golden hair i wan na sing it out to everybody what a joy , what a life , what a chance ! so i say thank you for the music , the songs i 'm singing thanks for all the joy they 're bringing who can live without it , i ask in all honesty what would life be ? without a song or a dance what are we ? so i say thank you for the music for giving it to me",Pop
ABBA,That's Me,"are you sure you want to hear more what if i ai n't worth the while not the style you 'd be looking for if i 'm sweet tonight things look different in the morning light i 'm jealous and i 'm proud if you hurt my feelings i 'll cry out loud i 'm carrie not-the-kind-of-girl-you'd-marry that 's me are you sure you want to hear more would i be the one you seek mild and meek like the girl next door do n't you realize i may be an angel in disguise it 's lonely to be free but i 'm not a man 's toy , i 'll never be i 'm carrie not-the-kind-of-girl-you'd-marry that 's me i do n't believe in fairy-tales sweet nothings in my ear but i do believe in sympathy that 's me , you see are you sure you want to hear more wo n't you have a drink with me just to see you 're not really sore i ca n't help my ways i 'm just not the girl to hide my face i 'm carrie not-the-kind-of-girl-you'd-marry that 's me there 's a special love like an eagle flying with a dove i 'll find it in the end if i keep on searching , but until then i 'm carrie not-the-kind-of-girl-you'd-marry that 's me","Rock,Pop"
ABBA,The Day Before You Came,"i must have left my house at eight , because i always do my train , i 'm certain , left the station just when it was due i must have read the morning paper going into town and having gotten through the editorial , no doubt i must have frowned i must have made my desk around a quarter after nine with letters to be read , and heaps of papers waiting to be signed i must have gone to lunch at half past twelve or so the usual place , the usual bunch and still on top of this i 'm pretty sure it must have rained the day before you came i must have lit my seventh cigarette at half past two and at the time i never even noticed i was blue i must have kept on dragging through the business of the day without really knowing anything , i hid a part of me away at five i must have left , there 's no exception to the rule a matter of routine , i 've done it ever since i finished school the train back home again undoubtedly i must have read the evening paper then oh yes , i 'm sure my life was well within its usual frame the day before you came i must have opened my front door at eight o'clock or so and stopped along the way to buy some chinese food to go i 'm sure i had my dinner watching something on tv there 's not , i think , a single episode of dallas that i did n't see i must have gone to bed around a quarter after ten i need a lot of sleep , and so i like to be in bed by then i must have read a while the latest one by marilyn french or something in that style it 's funny , but i had no sense of living without aim the day before you came and turning out the light i must have yawned and cuddled up for yet another night and rattling on the roof i must have heard the sound of rain the day before you came","Pop,Rock"
